,Date,Distance (AUs),Declination,Brightness,% Illuminated,Costellation
714,3.0,0.002415564,-8.244710000000001,4.53,0.129,  Aqr
716,3.0,0.0024384420000000003,5.44,6.36,4.245,  Psc
721,3.0,0.002598489,28.045790000000004,5.27,47.18,  Tau
726,3.0,0.00267924,17.27429,4.23,89.62200000000001,  Leo
728,3.0,0.002674524,6.5906899999999995,3.75,98.165,  Leo
729,3.0,0.0026672009999999997,1.1200299999999999,3.48,99.84700000000001,  Vir
730,3.0,0.002657543,-4.41334,3.54,99.634,  Vir
732,3.0,0.0026326540000000003,-15.57032,4.07,93.36399999999999,  Vir
733,3.0,0.002617498,-20.4924,4.32,87.40700000000001,  Lib
734,3.0,0.00260033,-24.48249,4.55,79.766,  Lib
738,3.0,0.00251357,-26.1655,5.47,38.527,  Sgr
739,3.0,0.00249139,-22.29049,5.73,27.798000000000002,  Cap
742,4.0,0.002451745,-4.21465,6.38,4.023,  Aqr
744,4.0,0.0024641389999999997,9.25124,4.67,0.15,  Psc
745,4.0,0.002482932,15.365979999999999,6.29,2.309,  Ari
747,4.0,0.0025376229999999997,24.514870000000002,6.16,13.434000000000001,  Tau
748,4.0,0.0025684279999999998,27.242440000000002,5.91,21.468000000000004,  Tau
751,4.0,0.0026445390000000004,25.581129999999998,5.23,49.853,  Gem
752,4.0,0.002658705,22.531270000000003,5.03,59.479,  Cnc
755,4.0,0.00266137,8.42451,4.42,84.704,  Leo
756,4.0,0.0026513340000000004,2.5936,4.19,91.00299999999999,  Leo
759,4.0,0.002606525,-14.29181,3.47,99.912,  Vir
761,4.0,0.002576219,-23.564989999999998,3.97,95.62700000000001,  Lib
764,4.0,0.002539179,-28.384629999999998,4.71,73.993,  Sgr
765,4.0,0.002528419,-26.50007,4.94,63.76,  Sgr
766,4.0,0.0025182110000000002,-23.244979999999998,5.18,52.743,  Cap
767,4.0,0.002508832,-18.39215,5.42,41.486999999999995,  Cap
768,4.0,0.002500956,-12.53345,5.68,30.581999999999997,  Aqr
771,4.0,0.0024969939999999998,6.55448,6.39,5.763999999999999,  Psc
772,5.0,0.002505536,13.125689999999999,6.21,1.6840000000000002,  Psc
773,5.0,0.00251963,18.45318,4.49,0.11900000000000001,  Ari
774,5.0,0.002538645,23.13399,6.01,1.043,  Ari
775,5.0,0.002561257,26.20485,6.4,4.263999999999999,  Tau
776,5.0,0.00258561,27.56268,6.3,9.468,  Tau
777,5.0,0.002609568,27.58152,6.09,16.279,  Aur
778,5.0,0.0026309840000000003,26.32068,5.85,24.308000000000003,  Gem
780,5.0,0.00265898,20.05152,5.4,42.568999999999996,  Cnc
781,5.0,0.0026631709999999998,15.322629999999998,5.2,52.156000000000006,  Leo
783,5.0,0.0026505559999999997,4.49142,4.8,70.778,  Leo
784,5.0,0.002635088,-1.00233,4.59,79.223,  Vir
785,5.0,0.002615315,-6.54455,4.37,86.663,  Vir
788,5.0,0.002549081,-22.45024,3.61,99.476,  Lib
789,5.0,0.002530851,-26.200670000000002,3.6,99.531,  Sco
790,5.0,0.002516757,-28.27195,3.88,97.15799999999999,  Oph
793,5.0,0.002501163,-24.123179999999998,4.66,76.538,  Cap
794,5.0,0.0025030879999999997,-19.38496,4.9,66.308,  Cap
796,5.0,0.0025128760000000003,-7.49112,5.38,43.976000000000006,  Aqr
797,5.0,0.002519795,-1.16222,5.63,33.058,  Psc
798,5.0,0.002528002,5.15515,5.9,23.058000000000003,  Psc
800,5.0,0.002549514,17.05378,6.36,7.683,  Ari
802,5.0,0.002579513,25.15522,5.65,0.537,  Tau
804,6.0,0.002615762,27.513509999999997,6.32,2.285,  Gem
805,6.0,0.002633725,26.53333,6.4,6.1770000000000005,  Gem
806,6.0,0.002649613,24.344920000000002,6.24,11.751,  Gem
807,6.0,0.0026618270000000003,21.090220000000002,6.02,18.715999999999998,  Cnc
811,6.0,0.002650296,0.4741,5.15,54.693000000000005,  Vir
814,6.0,0.00257665,-16.18317,4.52,82.006,  Vir
818,6.0,0.002473676,-29.01359,3.55,99.758,  Sgr
821,6.0,0.002461803,-20.5733,4.35,87.435,  Cap
823,6.0,0.0024872089999999998,-9.08252,4.86,68.639,  Aqr
824,6.0,0.002505514,-2.32313,5.09,57.669,  Psc
825,6.0,0.002525393,4.02125,5.33,46.482,  Psc
826,6.0,0.002545627,10.174339999999999,5.58,35.652,  Psc
827,6.0,0.0025654379999999997,15.57272,5.83,25.679000000000002,  Ari
828,6.0,0.002584445,20.45298,6.08,16.982,  Ari
832,6.0,0.0026510970000000003,27.08142,4.59,0.132,  Gem
834,7.0,0.00267549,22.03416,6.4,3.549,  Cnc
835,7.0,0.00268305,17.59383,6.36,7.928999999999999,  Cnc
836,7.0,0.0026861140000000003,13.131639999999999,6.18,13.835,  Leo
837,7.0,0.00268365,7.57136,5.96,21.044,  Leo
838,7.0,0.0026748379999999997,2.22237,5.73,29.324,  Leo
839,7.0,0.002659223,-3.2128200000000002,5.51,38.431,  Vir
840,7.0,0.002636864,-9.044080000000001,5.3,48.105,  Vir
841,7.0,0.002608443,-14.361220000000001,5.09,58.052,  Vir
845,7.0,0.002471062,-29.03108,4.15,92.63799999999999,  Oph
846,7.0,0.002444286,-28.553009999999997,3.86,97.45200000000001,  Sgr
847,7.0,0.002426072,-26.4843,3.57,99.70299999999999,  Sgr
848,7.0,0.002418127,-22.52112,3.68,99.089,  Cap
851,7.0,0.002455309,-4.20381,4.55,81.063,  Aqr
852,7.0,0.0024826089999999998,2.29452,4.8,71.189,  Psc
853,7.0,0.002513267,9.005419999999999,5.03,60.446999999999996,  Psc
854,7.0,0.002544879,14.54466,5.27,49.463,  Ari
855,7.0,0.0025754989999999998,19.55443,5.5,38.783,  Ari
856,7.0,0.002603758,23.5003,5.74,28.853,  Tau
857,7.0,0.002628846,26.262420000000002,5.99,20.035,  Tau
858,7.0,0.002650408,27.37254,6.22,12.607999999999999,  Tau
863,7.0,0.0027050790000000004,14.25334,6.21,1.6030000000000002,  Leo
864,8.0,0.00270451,9.16446,6.41,4.84,  Leo
867,8.0,0.002671238,-7.344810000000001,5.88,23.733,  Vir
868,8.0,0.002648085,-13.061869999999999,5.65,32.488,  Vir
870,8.0,0.0025844970000000003,-22.490460000000002,5.2,52.27,  Lib
871,8.0,0.002546347,-26.26197,4.98,62.653999999999996,  Sco
872,8.0,0.002506672,-28.454209999999996,4.75,72.805,  Oph
874,8.0,0.002434594,-28.10377,4.25,90.152,  Sgr
875,8.0,0.002408743,-25.00036,3.95,96.074,  Cap
877,8.0,0.0023907520000000003,-13.59278,3.56,99.695,  Aqr
878,8.0,0.002400683,-7.05405,3.89,96.96700000000001,  Aqr
879,8.0,0.002422204,0.030660000000000003,4.19,91.454,  Psc
880,8.0,0.00245296,6.59387,4.47,83.67399999999999,  Psc
883,8.0,0.002569362,23.052979999999998,5.17,53.305,  Ari
884,8.0,0.002606522,26.02261,5.4,42.832,  Tau
885,8.0,0.002639419,27.32077,5.63,32.946999999999996,  Tau
886,8.0,0.0026670120000000003,27.333859999999998,5.86,23.971,  Gem
887,8.0,0.002688849,26.11515,6.09,16.16,  Gem
888,8.0,0.0027049220000000002,23.36209,6.3,9.721,  Cnc
893,8.0,0.002709299,-0.30115,6.33,2.5140000000000002,  Vir
894,8.0,0.0026962390000000004,-6.1119,6.38,6.3660000000000005,  Vir
895,9.0,0.002678319,-11.44392,6.23,11.874,  Vir
896,9.0,0.002655342,-16.582910000000002,6.0,18.901,  Vir
897,9.0,0.0026272879999999998,-21.390710000000002,5.77,27.269000000000002,  Lib
898,9.0,0.002594486,-25.301070000000003,5.53,36.75,  Lib
900,9.0,0.00251869,-29.272759999999998,5.07,57.808,  Oph
901,9.0,0.002479402,-28.582440000000002,4.84,68.542,  Sgr
902,9.0,0.002442767,-26.38423,4.59,78.671,  Sgr
903,9.0,0.002412022,-22.334039999999998,4.33,87.524,  Cap
904,9.0,0.002390383,-17.0016,4.04,94.40100000000001,  Cap
907,9.0,0.002400442,4.0224,3.77,98.219,  Psc
908,9.0,0.002428785,10.53416,4.08,93.625,  Psc
910,9.0,0.002508959,21.49553,4.6,78.09100000000001,  Ari
912,9.0,0.0025971379999999997,27.1712,5.05,58.257,  Tau
915,9.0,0.0026964190000000002,24.18358,5.71,29.113000000000003,  Gem
917,9.0,0.002726756,16.411739999999998,6.15,13.753,  Leo
919,9.0,0.002729497,6.310569999999999,6.37,3.641,  Leo
920,9.0,0.0027222870000000003,0.56242,5.96,0.97,  Leo
922,9.0,0.002694275,-10.20182,5.97,0.982,  Vir
924,9.0,0.0026511559999999996,-20.28462,6.31,8.398,  Lib
925,10.0,0.0026245009999999996,-24.31413,6.12,14.767999999999999,  Lib
926,10.0,0.0025947,-27.30511,5.88,22.723000000000003,  Sco
927,10.0,0.00256217,-29.08363,5.63,32.035,  Oph
928,10.0,0.002527717,-29.103,5.38,42.393,  Sgr
929,10.0,0.002492682,-27.291159999999998,5.15,53.395,  Sgr
933,10.0,0.002392038,-6.23292,4.12,92.348,  Aqr
934,10.0,0.0023895870000000003,0.47293999999999997,3.81,97.527,  Psc
936,10.0,0.002421829,14.232489999999999,3.63,99.209,  Ari
938,10.0,0.002494775,24.06318,4.22,90.071,  Tau
939,10.0,0.002539282,26.43106,4.47,82.545,  Tau
941,10.0,0.002627035,27.02295,4.91,64.336,  Gem
942,10.0,0.002664365,25.01246,5.11,54.598,  Gem
944,10.0,0.00271629,17.49384,5.53,35.635,  Cnc
945,10.0,0.002729265,13.07292,5.75,26.951,  Leo
946,10.0,0.002733616,7.57033,5.97,19.112000000000002,  Leo
947,10.0,0.00273003,2.28191,6.18,12.343,  Leo
949,10.0,0.002703442,-8.45486,6.32,2.8960000000000004,  Vir
950,10.0,0.002682989,-14.09559,5.71,0.64,  Vir
956,11.0,0.002522781,-27.45494,5.72,27.831,  Sgr
957,11.0,0.002495453,-24.5127,5.46,38.185,  Sgr
961,11.0,0.002417287,-1.4415200000000001,4.48,81.646,  Psc
963,11.0,0.0024204829999999997,11.51277,3.92,95.83,  Psc
964,11.0,0.0024370620000000003,17.46067,3.62,99.17200000000001,  Ari
965,11.0,0.002463224,22.32248,3.49,99.779,  Ari
966,11.0,0.002497338,25.5009,3.77,97.775,  Tau
967,11.0,0.002536911,27.272209999999998,4.05,93.478,  Tau
968,11.0,0.002578933,27.230759999999997,4.3,87.318,  Gem
971,11.0,0.0026894790000000003,19.03227,4.94,62.114,  Cnc
972,11.0,0.002713041,14.293220000000002,5.14,52.748000000000005,  Leo
973,11.0,0.0027274590000000002,9.25597,5.34,43.407,  Leo
974,11.0,0.002732294,4.0319,5.54,34.344,  Leo
978,11.0,0.0026690940000000003,-17.33447,6.34,5.954,  Vir
979,11.0,0.002640013,-22.0242,6.25,2.2119999999999997,  Lib
980,11.0,0.002609326,-25.37295,5.36,0.381,  Sco
982,11.0,0.002549795,-28.4726,6.33,3.266,  Sgr
985,11.0,0.002480573,-21.16263,5.81,23.976,  Cap
986,12.0,0.002464623,-16.00217,5.54,34.263000000000005,  Cap
987,12.0,0.002452559,-9.53165,5.29,45.456,  Aqr
990,12.0,0.002444155,10.033339999999999,4.56,78.301,  Psc
991,12.0,0.002452849,16.03475,4.3,86.947,  Ari
993,12.0,0.002490339,24.54436,3.75,97.899,  Tau
994,12.0,0.002518511,27.07415,3.48,99.766,  Tau
996,12.0,0.002587217,26.330790000000004,3.86,96.50399999999999,  Gem
997,12.0,0.002623495,24.02216,4.11,91.87299999999999,  Gem
999,12.0,0.002687589,15.584710000000001,4.55,78.28699999999999,  Leo
1001,12.0,0.002725753,5.40142,4.95,61.123999999999995,  Leo
1003,12.0,0.002727036,-5.2121,5.34,42.619,  Vir
1004,12.0,0.0027131940000000004,-10.46076,5.56,33.495,  Vir
1005,12.0,0.002690727,-15.535689999999999,5.78,24.814,  Vir
1007,12.0,0.002626776,-24.240660000000002,6.23,10.072000000000001,  Lib
1008,12.0,0.002589895,-27.103759999999998,6.34,4.758,  Sco
1009,12.0,0.002553205,-28.31325,6.07,1.3430000000000002,  Oph
1012,12.0,0.002467171,-22.194229999999997,6.34,5.447,  Cap
1014,12.0,0.002442583,-11.1006,5.91,20.324,  Aqr
1015,12.0,0.002440374,-4.33127,5.63,30.441,  Aqr
1016,12.0,0.002443897,2.14034,5.37,41.56399999999999,  Psc
1017,1.0,0.002452295,8.50234,5.12,53.04,  Psc
1019,1.0,0.002481104,20.09314,4.65,74.562,  Ari
1020,1.0,0.002500757,24.132460000000002,4.41,83.531,  Tau
1021,1.0,0.002523613,26.50498,4.16,90.75200000000001,  Tau
1024,1.0,0.002607191,25.08142,3.43,99.906,  Gem
1026,1.0,0.002665683,17.3227,3.92,95.655,  Cnc
1031,1.0,0.002728038,-9.0938,4.96,60.357,  Vir
1033,1.0,0.002693192,-19.04089,5.37,41.511,  Vir
1034,1.0,0.0026628470000000003,-23.08314,5.59,32.088,  Lib
1036,1.0,0.002584776,-28.09252,6.07,14.950999999999999,  Oph
1037,1.0,0.002542371,-28.290440000000004,6.29,8.118,  Sgr
1038,1.0,0.0025019210000000003,-27.03558,6.32,3.111,  Sgr
1041,1.0,0.002421239,-13.144620000000002,6.32,3.258,  Aqr
1043,1.0,0.00241627,0.25292,6.02,16.81,  Psc
1045,1.0,0.002445356,13.4104,5.47,37.446999999999996,  Psc
1046,1.0,0.002468055,19.13121,5.21,48.756,  Ari
1047,1.0,0.002493698,23.36029,4.98,59.872,  Ari
1048,2.0,0.002520851,26.342029999999998,4.75,70.26100000000001,  Tau
1050,2.0,0.0025760460000000002,27.452309999999997,4.3,87.234,  Gem
1051,2.0,0.0026030479999999997,26.02083,4.05,93.251,  Gem
1052,2.0,0.002629173,23.01234,3.8,97.39399999999999,  Cnc
1053,2.0,0.002653988,18.59315,3.53,99.59700000000001,  Cnc
1056,2.0,0.0027131909999999998,3.26479,3.97,94.973,  Leo
1058,2.0,0.0027291840000000004,-7.393680000000001,4.41,83.833,  Vir
1059,2.0,0.002726623,-12.55145,4.61,76.388,  Vir
1060,2.0,0.002715849,-17.45484,4.81,67.961,  Vir
1061,2.0,0.002696498,-21.59378,5.01,58.772,  Lib
1064,2.0,0.00259286,-28.33305,5.67,29.31,  Oph
1065,2.0,0.002548813,-27.51231,5.93,20.066,  Sgr
1067,2.0,0.002463984,-21.245739999999998,6.35,5.494,  Cap
1068,2.0,0.002430252,-15.58535,6.09,1.36,  Cap
1071,2.0,0.002395109,4.43036,6.34,6.28,  Psc
1073,2.0,0.002428928,17.36209,5.86,22.598000000000003,  Ari
1074,2.0,0.0024574939999999997,22.30557,5.58,32.993,  Ari
1077,3.0,0.002557672,28.014709999999997,4.88,65.242,  Aur
1078,3.0,0.0025891910000000002,26.40085,4.66,74.691,  Gem
1079,3.0,0.002617874,23.57589,4.45,82.912,  Gem
1080,3.0,0.002643313,20.11138,4.22,89.678,  Cnc
1081,3.0,0.002665372,15.36075,3.99,94.821,  Leo
1083,3.0,0.002699159,4.58544,3.48,99.844,  Leo
1087,3.0,0.002717329,-16.34202,4.26,88.814,  Vir
1088,3.0,0.002708114,-20.58024,4.47,82.162,  Lib
1089,3.0,0.0026921090000000003,-24.33379,4.68,74.259,  Lib
1090,3.0,0.002669056,-27.07018,4.88,65.305,  Sco
1091,3.0,0.002639185,-28.24131,5.09,55.545,  Oph
1093,3.0,0.00256319,-26.28211,5.55,34.88,  Sgr
1096,3.0,0.00244341,-12.30499,6.31,8.135,  Aqr
1097,3.0,0.0024147920000000002,-5.46554,6.33,2.801,  Aqr
1098,3.0,0.002396964,1.2142899999999999,5.0,0.22699999999999998,  Psc
1100,3.0,0.002399139,15.0105,6.37,4.197,  Psc
1102,3.0,0.002446366,24.450870000000002,5.99,18.592,  Tau
1103,3.0,0.002480612,27.15284,5.72,28.238000000000003,  Tau
1104,3.0,0.002517714,28.00123,5.47,38.632,  Tau
1105,3.0,0.002554792,27.043670000000002,5.24,49.2,  Gem
1106,3.0,0.002589561,24.421529999999997,5.02,59.474,  Gem
1108,4.0,0.002646511,16.464979999999997,4.6,77.748,  Leo
1109,4.0,0.002667439,11.46372,4.39,85.221,  Leo
1110,4.0,0.002683289,6.23045,4.17,91.31299999999999,  Leo
1112,4.0,0.0027010709999999998,-4.49046,3.7,98.74700000000001,  Vir
1113,4.0,0.00270371,-10.1636,3.48,99.87299999999999,  Vir
1115,4.0,0.0026972740000000004,-19.581889999999998,3.89,96.711,  Lib
1116,4.0,0.002687947,-23.46451,4.13,92.473,  Lib
1118,4.0,0.0026555740000000004,-28.090670000000003,4.57,79.176,  Oph
1119,4.0,0.002632088,-28.185,4.79,70.465,  Sgr
1121,4.0,0.0025717879999999998,-24.093220000000002,5.22,50.211999999999996,  Sgr
1122,4.0,0.002537088,-19.59021,5.46,39.409,  Cap
1124,4.0,0.002468738,-8.26406,5.99,18.995,  Aqr
1125,4.0,0.002440682,-1.40024,6.26,10.655999999999999,  Psc
1126,4.0,0.002420582,5.17594,6.39,4.438,  Psc
1127,4.0,0.002410747,12.01362,5.91,0.873,  Psc
1128,4.0,0.002412432,18.02362,5.11,0.255,  Ari
1130,4.0,0.002448681,26.09113,6.35,7.556,  Tau
1135,4.0,0.0026174139999999998,17.55217,5.17,53.093999999999994,  Cnc
1137,5.0,0.002663405,7.44172,4.77,71.84,  Leo
1138,5.0,0.002676983,2.11382,4.56,79.98,  Leo
1141,5.0,0.002683965,-14.092670000000002,3.9,96.77,  Vir
1142,5.0,0.002677611,-18.54381,3.66,99.18299999999999,  Vir
1144,5.0,0.002656343,-26.01456,3.76,98.39299999999999,  Sco
1145,5.0,0.002642277,-27.53383,4.01,95.085,  Oph
1146,5.0,0.002626107,-28.21006,4.25,89.881,  Sgr
1147,5.0,0.002607784,-27.18057,4.49,82.90899999999999,  Sgr
1148,5.0,0.00258727,-24.46369,4.71,74.383,  Sgr
1151,5.0,0.002515823,-10.0636,5.4,42.827,  Aqr
1157,5.0,0.002453403,24.45276,4.75,0.16,  Tau
1164,5.0,0.002642631,9.1135,5.33,46.361000000000004,  Leo
1167,5.0,0.0026753209999999996,-7.28522,4.72,74.13600000000001,  Vir
1168,6.0,0.002672644,-12.48092,4.52,82.016,  Vir
1169,6.0,0.002664378,-17.424870000000002,4.3,88.765,  Vir
1171,6.0,0.002636243,-25.230929999999997,3.83,97.81700000000001,  Lib
1175,6.0,0.002568204,-25.280820000000002,4.16,92.37100000000001,  Sgr
1177,6.0,0.002538864,-16.583479999999998,4.65,77.336,  Cap
1178,6.0,0.002525585,-11.17033,4.88,67.483,  Aqr
1179,6.0,0.002513212,-5.01473,5.11,56.646,  Aqr
1181,6.0,0.002492716,7.563110000000001,5.61,34.208,  Psc
1184,6.0,0.00248622,23.30555,6.37,7.605,  Tau
1186,6.0,0.00250895,27.12275,5.34,0.341,  Tau
1188,6.0,0.002552829,24.06408,6.38,3.0260000000000002,  Gem
1191,6.0,0.0026303579999999997,10.4854,5.94,21.683000000000003,  Leo
1192,6.0,0.002650734,5.1929,5.71,30.32,  Sex
1193,6.0,0.0026652790000000004,-0.18102000000000001,5.48,39.562,  Leo
1194,6.0,0.0026728459999999996,-5.53485,5.27,49.098,  Vir
1197,6.0,0.002651648,-20.50404,4.67,76.57300000000001,  Lib
1198,7.0,0.00263237,-24.33162,4.46,84.368,  Lib
1199,7.0,0.002609487,-27.12221,4.22,90.936,  Sco
1203,7.0,0.0025206070000000002,-23.0351,3.78,98.295,  Cap
1204,7.0,0.00250674,-18.2227,4.07,94.3,  Cap
1205,7.0,0.002497572,-12.42108,4.34,87.988,  Aqr
1207,7.0,0.002491887,0.10369,4.83,69.75,  Psc
1208,7.0,0.002494019,6.42011,5.07,58.813,  Psc
1209,7.0,0.002498594,12.501489999999999,5.31,47.446000000000005,  Psc
1212,7.0,0.0025246789999999997,25.374470000000002,6.09,16.715,  Tau
1213,7.0,0.0025379070000000003,27.023659999999996,6.32,9.32,  Tau
1214,7.0,0.002553731,26.46453,6.41,3.9760000000000004,  Gem
1217,7.0,0.002613691,17.27508,6.16,1.412,  Cnc
1220,7.0,0.002669371,1.2657200000000002,6.09,16.528,  Leo
1221,7.0,0.0026796809999999997,-4.111330000000001,5.86,24.298000000000002,  Vir
1222,7.0,0.0026834690000000004,-9.40092,5.64,32.948,  Vir
1224,7.0,0.00266853,-19.304779999999997,5.21,51.788999999999994,  Vir
1225,7.0,0.002649805,-23.29423,5.01,61.424,  Lib
1226,7.0,0.0026246790000000004,-26.32207,4.8,70.797,  Sco
1230,8.0,0.002500259,-24.4035,3.82,97.88799999999999,  Sgr
1232,8.0,0.002458456,-14.48347,3.66,99.225,  Cap
1233,8.0,0.002449372,-8.27412,3.97,95.85,  Aqr
1236,8.0,0.002468793,11.30475,4.78,71.868,  Psc
1237,8.0,0.002486481,17.12354,5.02,60.975,  Ari
1238,8.0,0.002506979,21.505010000000002,5.26,49.68600000000001,  Ari
1242,8.0,0.002594385,25.30086,6.24,11.536,  Gem
1248,8.0,0.0026946540000000003,-2.27562,6.38,6.444,  Vir
1250,8.0,0.002700453,-13.154000000000002,6.02,18.750999999999998,  Vir
1251,8.0,0.002693611,-18.04549,5.79,26.704,  Vir
1252,8.0,0.002679354,-22.16244,5.57,35.548,  Lib
1253,8.0,0.0026575640000000003,-25.372220000000002,5.35,45.037,  Lib
1257,8.0,0.0025157879999999997,-26.09202,4.47,83.223,  Sgr
1258,8.0,0.002477866,-22.271639999999998,4.22,90.70700000000001,  Cap
1259,8.0,0.002445115,-17.23141,3.93,96.29299999999999,  Cap
1260,9.0,0.002420592,-11.153080000000001,3.61,99.446,  Aqr
1262,9.0,0.0024043420000000003,2.35201,3.87,97.146,  Psc
1263,9.0,0.002413592,9.25187,4.17,91.712,  Psc
1268,9.0,0.0025605520000000002,27.021320000000003,5.41,41.84,  Tau
1269,9.0,0.002592981,25.53031,5.65,31.639,  Gem
1271,9.0,0.0026483590000000003,19.40316,6.13,14.636,  Cnc
1272,9.0,0.002670438,15.102620000000002,6.33,8.352,  Leo
1274,9.0,0.0027029890000000003,4.40236,5.99,1.0090000000000001,  Leo
1277,9.0,0.0027209770000000003,-11.440710000000001,6.38,3.6510000000000002,  Vir
1278,9.0,0.0027171709999999996,-16.39355,6.33,7.966,  Vir
1279,9.0,0.0027074390000000003,-21.00321,6.15,13.793,  Lib
1280,9.0,0.002691206,-24.34515,5.93,20.964000000000002,  Lib
1281,9.0,0.002668138,-27.09419,5.7,29.291999999999998,  Sco
1284,9.0,0.002561631,-27.02287,5.04,58.815,  Sgr
1285,9.0,0.00251826,-24.03,4.81,69.089,  Sgr
1287,9.0,0.002435642,-14.05149,4.32,87.41,  Cap
1288,9.0,0.002403496,-7.36557,4.04,94.18799999999999,  Aqr
1291,10.0,0.00237926,13.07072,3.75,98.265,  Psc
1295,10.0,0.002509754,26.58277,4.84,67.52,  Tau
1296,10.0,0.002553652,26.11204,5.07,56.942,  Gem
1297,10.0,0.002595712,23.54464,5.29,46.41,  Gem
1298,10.0,0.00263376,20.27232,5.52,36.355,  Cnc
1300,10.0,0.0026928290000000003,11.12294,5.98,18.949,  Leo
1302,10.0,0.002726759,0.26515,6.35,6.647,  Leo
1303,10.0,0.00273474,-5.01368,6.33,2.813,  Vir
1304,10.0,0.0027372240000000003,-10.202869999999999,5.74,0.6659999999999999,  Vir
1306,10.0,0.0027267259999999996,-19.47167,6.17,1.626,  Vir
1308,10.0,0.0026957509999999997,-26.20287,6.27,9.497,  Sco
1309,10.0,0.002672237,-28.00432,6.07,15.83,  Sco
1310,10.0,0.002643269,-28.22312,5.84,23.575,  Sgr
1311,10.0,0.002609098,-27.19568,5.6,32.538000000000004,  Sgr
1312,10.0,0.002570451,-24.52284,5.37,42.467,  Sgr
1316,10.0,0.002409246,-3.3558199999999996,4.42,83.80799999999999,  Aqr
1317,10.0,0.002382227,3.19306,4.14,91.63799999999999,  Psc
1320,10.0,0.002379351,21.30416,3.62,99.19,  Ari
1321,11.0,0.0024062479999999997,25.03329,3.93,95.713,  Tau
1325,11.0,0.002585483,21.22479,4.93,62.56399999999999,  Cnc
1326,11.0,0.002630017,17.10135,5.15,52.458999999999996,  Cnc
1327,11.0,0.002668699,12.1913,5.36,42.575,  Leo
1328,11.0,0.0027,7.05134,5.58,33.224000000000004,  Leo
1329,11.0,0.002723152,1.40162,5.8,24.66,  Leo
1331,11.0,0.002744999,-9.03464,6.22,10.732000000000001,  Vir
1332,11.0,0.002744745,-14.04275,6.35,5.736000000000001,  Vir
1333,11.0,0.002738115,-18.37239,6.26,2.271,  Vir
1334,11.0,0.0027259740000000004,-22.30455,5.51,0.475,  Lib
1337,11.0,0.002663311,-28.054129999999997,6.34,5.93,  Oph
1338,11.0,0.0026351409999999997,-27.21392,6.2,11.387,  Sgr
1339,11.0,0.002603827,-25.14131,5.97,18.525,  Sgr
1342,11.0,0.0024968629999999998,-11.45486,5.24,47.765,  Aqr
1343,11.0,0.002460981,-5.35276,5.0,58.927,  Aqr
1344,11.0,0.002428446,0.59183,4.76,69.94,  Psc
1345,11.0,0.002402041,7.38403,4.51,80.13600000000001,  Psc
1348,11.0,0.0023855770000000003,23.45222,3.63,98.99700000000001,  Tau
1349,11.0,0.002405564,26.16389,3.48,99.788,  Tau
1350,11.0,0.0024372589999999998,26.51185,3.77,97.699,  Tau
1351,12.0,0.002478044,25.33033,4.06,93.073,  Gem
1352,12.0,0.0025244620000000003,22.40032,4.32,86.417,  Gem
1355,12.0,0.0026611829999999997,8.32035,4.98,59.72,  Leo
1356,12.0,0.002695914,3.0417400000000003,5.18,50.097,  Leo
1358,12.0,0.002738651,-7.4455800000000005,5.6,31.724,  Vir
1360,12.0,0.00274401,-17.27069,6.04,16.105,  Vir
1361,12.0,0.002734216,-21.29025,6.23,9.885,  Lib
1362,12.0,0.002717722,-24.422420000000002,6.34,5.022,  Lib
1363,12.0,0.002695967,-26.535940000000004,6.17,1.7380000000000002,  Sco
1364,12.0,0.0026703879999999997,-27.51326,5.0,0.23600000000000002,  Oph
1365,12.0,0.0026422909999999997,-27.262970000000003,5.73,0.6779999999999999,  Sgr
1366,12.0,0.002612764,-25.36252,6.32,3.165,  Sgr
1367,12.0,0.002582647,-22.2551,6.3,7.711,  Sgr
1371,12.0,0.002468274,-0.27452,5.33,43.181999999999995,  Psc
1372,12.0,0.002444897,6.01034,5.09,54.59,  Psc
1374,12.0,0.002413434,17.55237,4.6,76.575,  Ari
1375,12.0,0.002408822,22.315739999999998,4.34,85.807,  Ari
1376,12.0,0.0024136220000000002,25.40215,4.06,93.029,  Tau
1377,12.0,0.002428559,27.00593,3.76,97.788,  Tau
1378,12.0,0.002453387,26.272059999999996,3.45,99.84899999999999,  Gem
1379,12.0,0.002486802,24.08447,3.59,99.227,  Gem
1382,1.0,0.002613217,10.28072,4.39,84.23700000000001,  Leo
1383,1.0,0.0026538359999999997,4.54212,4.6,76.278,  Sex
1384,1.0,0.002688875,-0.42157,4.81,67.53399999999999,  Leo
1385,1.0,0.0027161620000000003,-6.105919999999999,5.01,58.348,  Vir
